W_S,S,S_wet,S_vert,S_orizz,b,lambda,c_root,c_tip,MAC,AR,t_c,sweep25,V_fuel,M,W_fuel,W_block_fuel,E_crociera,CD,Cd0,Cdi,Cdw,CL_crociera,CL_max,T,T_W,WTO,OEW,W_wing,W_tail,W_LG,W_propuls,W_fuelsys,W_hydr,ADP,flight_cost,maintenance_cost,DOC,PREE
550,160.8476222,329.5767779,28.95257199,40.21190555,33.55493042,0.27,8.599692426,2.321916955,6.062218876,7,0.1,30,27134.83128,0.8,21707.86503,18557.47,14.12575421,0.03254159,0.020715843,0.011270247,0.000555499,0.459674495,2.37472826,30536.62823,0.345178508,88485.23763,45497.37261,8573.636701,1698.5835,3587.978275,6463.462226,700.1209962,1696.38214,90.22791169,5362.242126,1096.240906,0.043631755,0.430015555
600,144.7704669,296.6346867,26.05868404,36.19261672,31.83383842,0.23,8.487794933,1.952192834,5.901892747,7,0.1,25,27073.05132,0.76,21658.44106,18557.61,14.48402914,0.0383621,0.022062469,0.015789542,0.000510088,0.555637768,2.485186583,30442.45631,0.350468077,86877.45152,43939.01046,7501.776517,1528.80548,3517.395663,6442.519893,637.4346003,1528.864353,85.95975744,5169.93213,1061.859387,0.044214863,0.43001225
600,144.9900229,297.0845568,26.09820411,36.24750571,31.85796855,0.31,7.974604234,2.472127313,5.706407641,7,0.1,25,27075.29772,0.76,21660.23818,18559.52,14.51336039,0.03828457,0.022070323,0.015704159,0.000510088,0.555637768,2.485186583,30393.21855,0.349371379,87009.37278,44069.13461,7631.926142,1531.124036,3523.192794,6431.571893,637.8965099,1531.152042,86.10525052,5170.93695,1063.141246,0.044231087,0.429968128
550,161.0371286,329.9650765,28.98668314,40.25928214,33.57469136,0.31,8.341332859,2.585813186,5.968828566,7,0.1,30,27155.74551,0.8,21724.59641,18571.88,14.13388975,0.032522858,0.020719314,0.011248046,0.000555499,0.459674495,2.37472826,30538.54972,0.344794001,88589.8793,45585.28289,8652.049094,1700.584726,3592.565017,6463.88958,700.51516,1698.356724,90.34138874,5364.694039,1097.311952,0.043655555,0.429681751
650,131.3781611,270.560185,23.648069,32.84454028,32.41952018,0.27,7.305729072,1.972546849,5.150059617,8,0.12,20,27192.6578,0.76,21754.12624,18634.38,14.05260683,0.042834822,0.023285024,0.015619157,0.003930641,0.601940915,2.576731135,28153.4417,0.329681789,85407.43425,42373.308,6811.294864,1387.380016,3452.861337,5934.808047,626.5936296,1389.321667,83.18707124,5170.410621,1030.418598,0.043995184,0.428240772
650,131.4739713,270.7574964,23.66531483,32.86849282,32.43133932,0.31,7.084861679,2.19630712,5.069732319,8,0.12,20,27199.03401,0.76,21759.22721,18638.86,14.06240472,0.042804977,0.023290266,0.015584071,0.003930641,0.601940915,2.576731135,28138.50817,0.329266791,85469.89462,42430.66742,6866.954552,1388.391791,3455.601904,5931.504262,626.812013,1390.319972,83.25386702,5171.316376,1031.021513,0.044005888,0.428137739
650,131.2859871,270.3703618,23.63147768,32.82149677,32.40814553,0.23,7.541050314,1.734441572,5.243584525,8,0.12,20,27200.20231,0.76,21760.16185,18639.32,14.03322762,0.042893975,0.023282617,0.015680717,0.003930641,0.601940915,2.576731135,28196.27159,0.330415152,85359.40404,42319.2422,6752.525483,1386.40664,3450.22478,5944.284045,626.3834557,1388.361249,83.13441943,5170.716208,1030.012574,0.043994471,0.428127204
600,146.3385809,299.8477522,26.34094456,36.58464522,32.00578176,0.27,8.258305037,2.22974236,5.821563167,7,0.1,30,27295.04189,0.8,21836.03352,18663.38,13.86051461,0.036179254,0.021986548,0.013412526,0.000780181,0.501463086,2.37472826,31523.74142,0.35902746,87820.41586,44704.38235,7932.451729,1545.365082,3558.799996,6683.234247,669.188435,1545.203499,89.55034803,5371.430072,1092.061064,0.043665589,0.427575285
600,146.2231101,299.6111526,26.32015982,36.55577752,31.99315193,0.23,8.523997402,1.960519403,5.927065728,7,0.1,30,27297.2555,0.8,21837.8044,18664.66,13.84348317,0.036223765,0.021984701,0.013458883,0.000780181,0.501463086,2.37472826,31563.1916,0.359760638,87750.90779,44633.1034,7858.114327,1544.145687,3555.751114,6692.027036,668.9359829,1544.000338,89.47216469,5371.162174,1091.412003,0.043659394,0.427545895
600,146.491648,300.1613867,26.36849664,36.622912,32.02251608,0.31,8.009714109,2.483011374,5.731531302,7,0.1,30,27310.96137,0.8,21848.76909,18674.39,13.86957028,0.036155632,0.021989348,0.013386104,0.000780181,0.501463086,2.37472826,31519.84523,0.35860799,87912.60265,44783.83355,8005.099877,1546.981502,3562.841569,6682.36589,669.5229233,1546.798399,89.65127388,5373.379278,1093.001961,0.043685113,0.427323241
550,161.2013119,330.301488,29.01623614,40.30032797,33.59180232,0.23,8.887756381,2.044183968,6.180001442,7,0.1,30,27369.05801,0.76,21895.24641,18763.03,14.68221246,0.034690591,0.02075341,0.013884732,5.24E-05,0.509334621,2.37472826,30665.72867,0.345877274,88680.97678,45505.73037,8521.605691,1702.318534,3596.538849,6492.179,700.8564573,1700.067451,87.99022774,5205.05855,1081.704022,0.044604885,0.425304469
550,161.3464155,330.5988053,29.04235479,40.33660387,33.60691757,0.27,8.611161864,2.325013703,6.070304077,7,0.1,30,27368.76225,0.76,21895.0098,18763.07,14.70112334,0.034645966,0.02075661,0.013836907,5.24E-05,0.509334621,2.37472826,30633.76119,0.345205981,88760.78128,45585.77148,8601.861882,1703.850858,3600.050885,6485.067493,701.1579416,1701.579375,88.07856582,5205.530534,1082.477749,0.044613723,0.425303551
550,161.5308705,330.9767536,29.07555669,40.38271762,33.62612219,0.31,8.352333383,2.589223349,5.976700239,7,0.1,30,27386.83619,0.76,21909.46896,18775.59,14.71115289,0.034622346,0.020760247,0.013809649,5.24E-05,0.509334621,2.37472826,30634.65645,0.344821861,88862.65661,45673.18765,8680.252177,1705.79874,3604.515368,6485.266646,701.5409826,1703.501325,88.18745273,5207.62189,1083.518073,0.044635943,0.425019945
550,163.084677,334.1605033,29.35524187,40.77116926,33.78746423,0.23,8.93233368,2.054436746,6.210997766,7,0.1,35,27516.73265,0.82,22013.38612,18795.04,13.80284085,0.03169817,0.020645361,0.010831848,0.000220961,0.437524802,2.246196821,32005.42137,0.356818778,89719.63821,46426.25209,9034.624522,1722.207252,3642.123177,6790.642463,743.2641648,1719.691393,93.07732722,5491.63433,1123.263213,0.043648283,0.424580072
550,161.449931,330.8109086,29.06098757,40.36248274,33.61769648,0.23,8.893655137,2.045540682,6.184103076,7,0.1,30,27524.49465,0.82,22019.59572,18797.44,13.60221942,0.032165692,0.020654751,0.010245578,0.001265364,0.437524802,2.37472826,30702.60101,0.345759893,88817.14013,45517.54442,8534.778681,1704.944003,3602.556336,6500.382251,701.372931,1702.657966,91.44517928,5486.273805,1105.077538,0.043492914,0.424525811
550,163.2729295,334.5462326,29.38912731,40.81823238,33.80695944,0.27,8.655302612,2.336931705,6.101420408,7,0.1,35,27526.1666,0.82,22020.93328,18801.72,13.81868253,0.031661832,0.020646332,0.010794539,0.000220961,0.437524802,2.246196821,31978.30023,0.356105352,89823.60615,46522.67287,9128.108962,1724.195237,3646.67958,6784.591937,743.6741497,1721.652912,93.19324152,5493.143441,1124.286,0.04366499,0.424429319
550,161.6099611,331.1388103,29.089793,40.40249027,33.63435339,0.27,8.617215092,2.326648075,6.074571206,7,0.1,30,27532.05871,0.82,22025.64696,18802.81,13.61598692,0.032133169,0.020657517,0.010210288,0.001265364,0.437524802,2.37472826,30673.28203,0.345087662,88905.48474,45599.83778,8615.980711,1706.633953,3606.429649,6493.859397,701.705153,1704.325419,91.54224465,5487.518173,1105.916966,0.043506664,0.424404739
650,132.6292928,271.7574209,23.8732727,33.15732319,30.4697399,0.27,7.920632847,2.138570869,5.58352643,7,0.1,20,27441.03504,0.76,21952.82803,18804.67,14.06024472,0.042811553,0.023319451,0.017810872,0.001681231,0.601940915,2.576731135,30658.48534,0.355629586,86222.3319,42989.50387,6841.405025,1400.59222,3488.648899,6490.567601,590.5183587,1402.357979,84.84552298,5195.571064,1051.692454,0.044324637,0.424362593
550,160.2237105,328.2983828,28.84026789,40.05592763,33.48978909,0.23,8.864519501,2.038839485,6.163843939,7,0.1,25,27508.32015,0.8,22006.65612,18808.11,13.77958077,0.033359106,0.020694693,0.010806544,0.001857868,0.459674495,2.485186583,29715.52146,0.337204903,88140.65607,44853.99995,8173.490555,1691.994866,3572.877353,6281.004907,669.0984267,1689.88122,89.11411591,5391.556954,1083.913835,0.04374652,0.424285005
650,132.7239824,271.9514399,23.89031683,33.1809956,30.48061477,0.31,7.681095985,2.381139755,5.496381203,7,0.1,20,27446.71887,0.76,21957.37509,18808.69,14.07028684,0.042780998,0.023323982,0.017775785,0.001681231,0.601940915,2.576731135,30644.52292,0.355214024,86284.08163,43046.70654,6896.781993,1401.592162,3491.357417,6487.4615,590.719844,1403.344608,84.91245402,5196.415286,1052.301268,0.044334946,0.424272027
550,160.3597829,328.5771952,28.86476092,40.08994573,33.50400693,0.27,8.58845843,2.318883776,6.054299646,7,0.1,25,27512.40479,0.8,22009.92384,18811.09,13.79321563,0.03332613,0.020698939,0.010769322,0.001857868,0.459674495,2.485186583,29684.30682,0.336564854,88215.75734,44925.8335,8245.799602,1693.431818,3576.170797,6274.075175,669.3699862,1691.299042,89.19555845,5392.393001,1084.607878,0.043756857,0.424217853
650,132.5705798,271.637118,23.86270436,33.14264495,30.4629949,0.23,8.176685507,1.880637667,5.685566307,7,0.1,20,27455.28563,0.76,21964.2285,18814.21,14.04119629,0.042869632,0.02331597,0.017872431,0.001681231,0.601940915,2.576731135,30707.72171,0.356358469,86185.14582,42940.91732,6784.863736,1399.972199,3486.969463,6501.521541,590.3933886,1401.746212,84.80164353,5196.490634,1051.378549,0.044328934,0.424147411
550,161.8042779,331.5369654,29.12477002,40.45106947,33.65456797,0.31,8.358417966,2.591109569,5.981054199,7,0.1,30,27555.00157,0.82,22044.00125,18818.58,13.62308267,0.032116432,0.020660894,0.010190174,0.001265364,0.437524802,2.37472826,30675.92425,0.344702924,89012.79563,45688.79437,8695.048732,1708.685978,3611.132824,6494.447217,702.1083233,1706.350125,91.65905868,5490.218093,1107.013844,0.043531717,0.424049081
550,163.497717,335.0068222,29.42958907,40.87442926,33.83022346,0.31,8.395995931,2.602758738,6.007943958,7,0.1,35,27552.07571,0.82,22041.66057,18819.54,13.82718905,0.031642353,0.020648118,0.010773274,0.000220961,0.437524802,2.246196821,31985.52227,0.355696068,89947.80834,46626.14777,9219.184626,1726.569039,3652.120267,6786.203087,744.1633792,1723.995111,93.33005804,5496.210403,1125.580572,0.043693769,0.424027386
550,160.5301742,328.926327,28.89543136,40.13254356,33.52180215,0.31,8.330021193,2.58230657,5.960734249,7,0.1,25,27531.93471,0.8,22025.54777,18824.54,13.8000808,0.033309551,0.020703575,0.010748107,0.001857868,0.459674495,2.485186583,29683.56726,0.336199238,88309.82643,45004.27866,8316.271433,1695.231185,3580.294883,6273.910997,669.7098663,1693.074454,89.29618529,5394.658764,1085.551688,0.04377854,0.423914836
550,159.1262089,327.7045145,28.64271759,39.78155221,33.37489269,0.27,8.559978598,2.311194222,6.034223234,7,0.12,25,27488.98346,0.76,21991.18677,18840.76,14.32724961,0.035550063,0.021062359,0.013221902,0.001265802,0.509334621,2.485186583,29494.75977,0.337008192,87535.16384,44263.97707,7670.652655,1680.405026,3546.313861,6232.005432,666.9037288,1678.445674,86.03386571,5207.619356,1060.510271,0.044472683,0.423549721
550,160.3745369,332.777164,28.86741664,40.09363422,35.81893766,0.27,7.962382868,2.149843374,5.612957456,8,0.15,35,27486.71251,0.76,21989.37001,18841.21,14.487858,0.035155964,0.021271963,0.01282855,0.001055452,0.509334621,2.246196821,29256.73172,0.33168643,88223.98836,44954.61835,8238.281528,1693.587623,3576.527896,6179.200292,785.9312985,1691.452773,86.81107864,5211.717439,1067.393805,0.044550598,0.423539698
550,160.2590844,332.5376001,28.84663519,40.0647711,35.80604244,0.23,8.218744978,1.890311345,5.714811887,8,0.15,35,27491.78272,0.76,21993.42617,18844.45,14.46936285,0.035200902,0.021266339,0.012879111,0.001055452,0.509334621,2.246196821,29297.89536,0.332392394,88160.66777,44887.24159,8167.269838,1692.368421,3573.733528,6188.330218,785.6608017,1690.249802,86.74170889,5211.733305,1066.823567,0.044546665,0.423466817
550,159.0384686,327.5238223,28.62692436,39.75961716,33.36569017,0.23,8.836256193,2.032338924,6.144191366,7,0.12,25,27495.17481,0.76,21996.13985,18844.81,14.31155521,0.035589048,0.021055645,0.013267601,0.001265802,0.509334621,2.485186583,29534.10336,0.337643906,87487.03116,44210.89131,7612.970635,1679.478471,3544.190233,6240.736251,666.7279322,1677.531455,85.98143062,5207.820003,1060.096658,0.044471172,0.423458693
550,159.2526539,327.9649155,28.66547771,39.81316348,33.38815026,0.31,8.301440025,2.573446408,5.940282351,7,0.12,25,27500.29167,0.76,22000.23334,18848.61,14.33499539,0.035530853,0.021069196,0.013195856,0.001265802,0.509334621,2.485186583,29486.5163,0.336646495,87604.95437,44324.72104,7727.197246,1681.740312,3549.374286,6230.176201,667.1569856,1679.763183,86.10680042,5208.966676,1061.187367,0.044487047,0.423373408
550,160.5324931,333.1049232,28.89584876,40.13312327,35.83657273,0.31,7.722565944,2.393995443,5.526055966,8,0.15,35,27501.0998,0.76,22000.87984,18851.19,14.49729623,0.035133077,0.021277893,0.012799732,0.001055452,0.509334621,2.246196821,29250.00398,0.331283869,88311.20163,45030.3218,8307.887373,1695.255673,3580.351008,6177.708186,786.3012137,1693.098616,86.90295937,5213.420798,1068.254485,0.04456879,0.423315449
550,159.9917358,327.8230667,28.79851245,39.99793395,35.77616366,0.23,8.212773702,1.888937952,5.710659828,8,0.1,20,27573.3598,0.8,22058.68784,18851.58,13.70565728,0.033539033,0.020436591,0.00914448,0.003957963,0.459674495,2.576731135,27133.77673,0.308354299,88013.31015,44674.6223,8560.613323,1689.545166,3567.262728,5709.485052,688.4787255,1687.464133,87.9590788,5396.224656,1067.042461,0.043664075,0.423306582
550,160.1634956,328.1750024,28.8294292,40.04087389,35.79536233,0.27,7.957819653,2.148611306,5.609740689,8,0.1,20,27584.12681,0.8,22067.30145,18859.12,13.71886802,0.033506736,0.020440194,0.00910858,0.003957963,0.459674495,2.576731135,27108.35388,0.307735018,88108.13524,44760.8338,8644.258225,1691.358984,3571.419934,5703.873977,688.8319255,1689.253803,88.06076573,5397.754568,1067.935752,0.043680446,0.423137371
550,160.3659666,328.5898656,28.86587399,40.09149165,35.81798058,0.31,7.719077076,2.392913894,5.523559428,8,0.1,20,27609.36243,0.8,22087.48995,18876.47,13.72562628,0.033490238,0.020444157,0.009088119,0.003957963,0.459674495,2.576731135,27111.35268,0.307380484,88219.91613,44852.42619,8725.501359,1693.497119,3576.320464,5704.535824,689.2480251,1691.363474,88.17973015,5400.618571,1069.05894,0.043707382,0.422748576
600,145.2102438,297.5357896,26.13784389,36.30256096,34.08345567,0.23,7.874816705,1.811207842,5.475665231,8,0.1,20,27616.18732,0.8,22092.94985,18877.95,13.48548905,0.037185384,0.021628458,0.010882687,0.004674239,0.501463086,2.576731135,27779.34894,0.318840556,87141.81002,43768.86017,7899.522579,1533.449614,3529.007485,5852.080454,657.3044666,1533.44666,87.02543591,5394.151352,1059.81108,0.043601215,0.422715282
600,145.3418074,297.8053633,26.16152533,36.33545184,34.09889234,0.27,7.629772907,2.060038685,5.378489258,8,0.1,20,27620.04792,0.8,22096.03834,18880.78,13.50005812,0.037145254,0.021631052,0.010839963,0.004674239,0.501463086,2.576731135,27745.58358,0.318164747,87221.02224,43844.9839,7976.563072,1534.838952,3532.481275,5844.617009,657.5890635,1534.817502,87.11157637,5394.995934,1060.540096,0.043611846,0.42265195
550,160.3287449,330.1810172,28.85917407,40.08218621,33.50076438,0.27,8.587743132,2.318690646,6.053795408,7,0.12,30,27550.75595,0.76,22040.60476,18884.44,14.43450539,0.035285907,0.021048176,0.013836907,0.000400824,0.509334621,2.37472826,30471.95798,0.345562238,88198.53526,44877.9305,7978.938412,1693.10405,3575.419564,6449.080137,699.0405152,1690.975638,87.14175573,5216.730656,1073.195641,0.044627332,0.422570178
550,160.2272014,329.9718986,28.84089625,40.05680035,33.49015392,0.23,8.864602597,2.038858597,6.163901719,7,0.12,30,27556.67691,0.76,22045.34153,18888.28,14.41722617,0.035328198,0.021042642,0.013884732,0.000400824,0.509334621,2.37472826,30511.45914,0.346229478,88142.81149,44817.46996,7914.495357,1692.031731,3572.961845,6457.864605,698.8288533,1689.917594,87.08018444,5216.862623,1072.693446,0.044624705,0.422484225
550,161.1317706,330.158998,29.00371871,40.28294265,35.90340046,0.23,8.238203312,1.894786762,5.728342021,8,0.1,25,27665.51692,0.82,22132.41353,18891.83,13.46681502,0.032489108,0.020377258,0.008589614,0.003522236,0.437524802,2.485186583,27831.02124,0.314040221,88642.2512,45229.83766,8888.922443,1701.584165,3594.855698,5863.503146,715.1273037,1699.342858,90.05436437,5497.293069,1085.356126,0.043435493,0.422404867
550,160.4710903,330.4741633,28.88479625,40.11777256,33.51563265,0.31,8.328701744,2.581897541,5.959790087,7,0.12,30,27563.34151,0.76,22050.67321,18893.17,14.44328616,0.035264455,0.021053982,0.013809649,0.000400824,0.509334621,2.37472826,30465.44613,0.345181927,88277.12673,44946.45352,8042.107291,1694.607246,3578.864837,6447.63207,699.3371087,1692.458822,87.22483318,5218.234931,1073.973886,0.044643526,0.422374766
600,145.5057491,298.14128,26.19103485,36.37643729,34.11811825,0.31,7.400403317,2.294125028,5.295525244,8,0.1,20,27640.11003,0.8,22112.08802,18894.6,13.50769804,0.037124245,0.021634393,0.010815612,0.004674239,0.501463086,2.576731135,27743.11485,0.317777992,87319.73164,43927.64362,8051.553353,1536.57021,3536.809977,5844.071348,657.9435125,1536.525712,87.21744253,5397.338661,1061.527915,0.043634346,0.422342946
550,161.3268218,330.5586579,29.03882793,40.33170546,35.92512456,0.27,7.982937715,2.155393183,5.627447274,8,0.1,25,27680.03368,0.82,22144.02694,18901.92,13.47985027,0.03245769,0.020379561,0.008555893,0.003522236,0.437524802,2.485186583,27807.55077,0.313396016,88749.94986,45325.92291,8980.889255,1703.643945,3599.576647,5858.314589,715.5409619,1701.375216,90.17124646,5499.267562,1086.389165,0.043455338,0.42217923
550,163.3486126,334.7013072,29.40275027,40.83715315,33.81479393,0.23,8.938561069,2.055869046,6.215327911,7,0.1,35,27640.23353,0.8,22112.18682,18902.26,14.06544709,0.032681115,0.020664407,0.011956334,6.04E-05,0.459674495,2.246196821,32058.28913,0.356830692,89865.53052,46473.3437,9050.239105,1724.994465,3648.511389,6802.437849,743.8389062,1722.4415,92.00375104,5413.958139,1116.310537,0.04411672,0.422171748
550,163.532656,335.0784121,29.43587808,40.883164,33.83383797,0.27,8.661234448,2.338533301,6.105601963,7,0.1,35,27647.37336,0.8,22117.89869,18907.39,14.08271841,0.032641034,0.020665509,0.011915151,6.04E-05,0.459674495,2.246196821,32030.26833,0.356117567,89967.17681,46569.27812,9143.642032,1726.938001,3652.965919,6796.185934,744.239389,1724.359162,92.11678303,5415.22323,1117.312819,0.044132037,0.422057287
600,146.9121818,301.0230605,26.44419272,36.72804544,32.06844668,0.23,8.541110599,1.964455438,5.938965197,7,0.1,30,27693.10768,0.82,22154.48614,18908.98,13.3462191,0.035762921,0.021919479,0.012193084,0.001650358,0.477299784,2.37472826,31703.79119,0.359668282,88165.21554,44730.7294,7896.583802,1551.422424,3573.945317,6723.370273,670.4409521,1551.1802,90.76408399,5496.489821,1100.973866,0.043533246,0.422021653
600,147.0335358,301.271715,26.46603645,36.75838396,32.08168872,0.27,8.275014339,2.234253871,5.833342129,7,0.1,30,27693.82795,0.82,22155.06236,18909.68,13.36128811,0.035722588,0.021921143,0.012151086,0.001650358,0.477299784,2.37472826,31665.26476,0.358934722,88238.28113,44803.21877,7971.632505,1552.703947,3577.149543,6714.78083,670.705614,1552.444663,90.84558775,5497.040607,1101.649666,0.04354134,0.42200601
600,146.9021929,301.0025932,26.44239472,36.72554822,32.06735646,0.27,8.271859243,2.233401996,5.831117994,7,0.1,30,27590.86041,0.76,22072.68833,18911.44,14.39578835,0.038597245,0.022029473,0.016467063,0.000100708,0.555637768,2.37472826,31647.06116,0.359049112,88159.871,44807.18268,7964.756712,1551.316939,3573.68157,6710.72259,670.4191622,1551.076119,87.46035249,5219.728832,1078.731693,0.044687882,0.421966777
600,146.2225005,299.6099036,26.3200501,36.55562513,34.20204678,0.23,7.898471661,1.816648482,5.492113438,8,0.1,25,27704.74792,0.82,22163.79833,18915.61,13.25005949,0.036022463,0.021577541,0.01022235,0.004222572,0.477299784,2.485186583,28519.32178,0.325067639,87750.8389,44307.04057,8205.92343,1544.13925,3555.735019,6015.787711,682.6962963,1543.993986,89.09522744,5494.724803,1078.058392,0.043370392,0.42187387
600,146.7950154,300.7829865,26.42310276,36.69875384,32.0556564,0.23,8.538203447,1.963786793,5.936943741,7,0.1,30,27598.42891,0.76,22078.74313,18916.37,14.37539939,0.038651988,0.022027302,0.016523978,0.000100708,0.555637768,2.37472826,31688.49362,0.359781672,88095.64696,44736.90383,7890.555884,1550.185123,3570.851661,6719.959608,670.1853148,1549.959371,87.38703423,5219.941191,1078.118709,0.04468504,0.421856733
600,147.050465,301.3064028,26.4690837,36.76261626,32.08353558,0.31,8.022736303,2.487048254,5.740849626,7,0.1,30,27603.78156,0.76,22083.02525,18920.44,14.40677843,0.038567801,0.022032469,0.016434624,0.000100708,0.555637768,2.37472826,31642.02962,0.358630053,88249.1927,44886.16745,8037.434532,1552.882723,3577.59654,6709.600904,670.7425259,1552.621058,87.5570202,5221.326796,1079.643722,0.044705691,0.421766192
600,146.3735617,299.9194279,26.3472411,36.59339042,34.21970914,0.27,7.653113279,2.066340585,5.394942689,8,0.1,25,27712.12786,0.82,22169.70229,18920.84,13.26438647,0.035983555,0.021578764,0.010182219,0.004222572,0.477299784,2.485186583,28487.07065,0.324364937,87841.79971,44392.09742,8290.584452,1545.734486,3559.723627,6008.646923,683.0333329,1545.567986,89.19507821,5495.971522,1078.91313,0.043384259,0.42175715
550,161.5520531,331.0201569,29.07936957,40.38801329,35.95019367,0.31,7.743888733,2.400605507,5.541313969,8,0.1,25,27708.78086,0.82,22167.02469,18921.65,13.48664979,0.032441326,0.020382417,0.008536673,0.003522236,0.437524802,2.485186583,27813.54767,0.31302658,88874.33213,45427.30744,9070.153369,1706.022433,3605.028065,5859.640281,716.0183004,1703.72204,90.30563646,5502.583329,1087.656421,0.043485579,0.421739087
600,147.1909435,301.5942433,26.49436984,36.79773588,32.09885675,0.31,8.026006196,2.488061921,5.743189472,7,0.1,30,27711.79155,0.82,22169.43324,18922.06,13.3692389,0.035701343,0.021923835,0.012127149,0.001650358,0.477299784,2.37472826,31662.09768,0.358515011,88333.09294,44883.6597,8044.890182,1554.366204,3581.305727,6714.074761,671.0487356,1554.084791,90.94962387,5499.227604,1102.61483,0.043562139,0.421729989
550,163.7553077,335.5346254,29.47595538,40.93882692,33.85686273,0.31,8.401695623,2.604525643,6.012022501,7,0.1,35,27672.04826,0.8,22137.63861,18924.39,14.09205239,0.032619414,0.020667361,0.011891679,6.04E-05,0.459674495,2.246196821,32037.03016,0.355708444,90090.21371,46672.5751,9234.745746,1729.289248,3658.354912,6797.694579,744.7235701,1726.679107,92.25111585,5418.108991,1118.591322,0.04416017,0.421678003
600,146.556648,300.2945717,26.38019664,36.63916199,34.24110372,0.31,7.423437764,2.301265707,5.312008061,8,0.1,25,27735.48003,0.82,22188.38402,18936.89,13.2720169,0.035962867,0.021580949,0.010159346,0.004222572,0.477299784,2.485186583,28487.28855,0.323962201,87952.0645,44483.68048,8372.928119,1547.667915,3564.557824,6008.695166,683.4415782,1547.475674,89.315034,5498.728529,1080.032463,0.043409837,0.421399717
600,145.9574071,299.0667272,26.27233328,36.48935178,31.96407124,0.27,8.249124205,2.227263535,5.815091283,7,0.1,25,27703.75014,0.8,22163.00011,18938.3,13.52293366,0.037082419,0.021945391,0.012816383,0.002320644,0.501463086,2.485186583,30616.51548,0.349605593,87590.74733,44147.74722,7626.680931,1541.33981,3548.735514,6481.231204,639.9273916,1541.231815,88.51899283,5404.494117,1080.353386,0.043809866,0.421368311
600,145.8560266,298.8589984,26.25408478,36.46400664,31.95296834,0.23,8.514865199,1.958418996,5.920715753,7,0.1,25,27706.24791,0.8,22164.99833,18939.81,13.50797331,0.037123488,0.021942163,0.012860681,0.002320644,0.501463086,2.485186583,30656.40239,0.350304373,87529.71955,44084.72122,7559.799767,1540.269211,3546.05867,6490.104219,639.7148882,1540.175468,88.45152934,5404.306866,1079.808051,0.043804917,0.421334687
600,146.094705,299.3480505,26.2970469,36.52367625,31.97910153,0.31,8.000449758,2.480139425,5.724901987,7,0.1,25,27718.54715,0.8,22174.83772,18948.52,13.53068304,0.03706118,0.0219494,0.012791136,0.002320644,0.501463086,2.485186583,30610.32689,0.349206438,87673.42383,44218.5861,7692.031602,1542.789703,3552.360716,6479.854592,640.2150583,1542.662406,88.60822547,5406.285908,1081.178585,0.043827546,0.421141109
650,133.4437552,273.4262545,24.01987594,33.36093881,32.6733843,0.27,7.35466418,1.985759329,5.184555657,8,0.1,20,27856.49014,0.8,22285.19211,19039.04,13.23840383,0.041036041,0.022830541,0.012721901,0.005483598,0.543251676,2.576731135,28551.71283,0.329170233,86753.25811,43188.066,7443.564099,1409.193109,3511.945936,6022.960004,631.283534,1410.844365,86.55152409,5411.95082,1057.165415,0.04370359,0.419138709
650,133.342493,273.2187682,24.00164874,33.33562325,32.66098504,0.23,7.591371988,1.746015557,5.278575134,8,0.1,20,27858.78824,0.8,22287.03059,19040.42,13.22272318,0.041084705,0.022829064,0.012772042,0.005483598,0.543251676,2.576731135,28593.52038,0.329902572,86687.21768,43120.1871,7371.675768,1408.123759,3509.049411,6032.218152,631.0545065,1409.789252,86.47851918,5411.714001,1056.576618,0.043698013,0.419108478
650,133.578825,273.7030125,24.04418851,33.39470626,32.68991588,0.31,7.133184243,2.211287115,5.104310618,8,0.1,20,27872.17239,0.8,22297.73791,19049.87,13.24677493,0.041010108,0.022833187,0.012693323,0.005483598,0.543251676,2.576731135,28544.23261,0.328751237,86841.35091,43263.613,7513.696529,1410.619473,3515.8095,6021.303627,631.5888838,1412.251741,86.64668481,5413.853887,1058.041757,0.043722367,0.418900558
600,145.1219745,298.8641943,26.12195541,36.28049362,31.8724618,0.27,8.228962348,2.221819834,5.800878497,7,0.12,25,27807.69784,0.76,22246.15827,19055.16,13.99502475,0.039702521,0.022309801,0.015735157,0.001657563,0.555637768,2.485186583,30476.09158,0.350005477,87087.93679,43561.77852,7099.415328,1532.517472,3526.67683,6449.999354,638.1739387,1532.526927,85.49947763,5230.591703,1057.541342,0.044614608,0.418784213
600,145.2215483,299.0692566,26.13987869,36.30538708,31.88339439,0.31,7.980028802,2.473808929,5.710289312,7,0.12,25,27814.48054,0.76,22251.58443,19059.91,14.00374344,0.039677803,0.02231608,0.015704159,0.001657563,0.555637768,2.485186583,30462.54675,0.34961004,87147.88969,43616.30525,7151.987944,1533.568992,3529.305967,6446.987331,638.3832059,1533.564448,85.56302923,5231.512214,1058.1185,0.044625234,0.418679812
600,145.0625534,298.7418225,26.11125962,36.26563836,31.86593595,0.23,8.495088047,1.953870251,5.906963933,7,0.12,25,27820.45765,0.76,22256.36612,19063.7,13.97791468,0.03975112,0.022304015,0.015789542,0.001657563,0.555637768,2.485186583,30524.07294,0.35070012,87052.45324,43516.08712,7045.959152,1531.889973,3525.107883,6460.669884,638.049022,1531.907783,85.45896141,5231.402644,1057.257577,0.044618349,0.418596599
